student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S03462,M.Pharm,Pharmacy,8.74,"Drug Formulation, Pharmacology, Research, Clinical Trials, Quality Assurance",Cybersecurity,"Drug Toxicity Analysis, Clinical Data Analytics, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S03463,B.Tech,AI,6.34,"SQL, Java, AutoCAD","Robotics, Pharma Research","IoT Home Automation, E-commerce Backend, Chatbot Assistant","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Cisco Networking Basics",Mechanical Designer
S03464,MBA,AI,9.56,"Leadership, Business Analysis, Digital Marketing, SQL, Project Management","Data Science, Cybersecurity","Market Analysis Project, Startup Business Plan, HR Analytics","Six Sigma, Google Business Analytics, Digital Marketing Certification",Product Manager
S03465,B.Tech,Architecture,6.47,"CSS, AutoCAD, Java, C++","IoT, Data Science","IoT Home Automation, Portfolio Website","Cisco Networking Basics, Microsoft Azure Fundamentals",Mechanical Designer
S03466,MBA,DS,6.11,"Business Analysis, Leadership, Excel",Data Science,"Finance Forecasting Model, Market Analysis Project","Project Management Professional, Digital Marketing Certification, Google Business Analytics",Product Manager
S03467,B.Tech,ECE,9.74,"Java, Cloud Computing, HTML, CSS",Urban Design,"Portfolio Website, IoT Home Automation","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Cisco Networking Basics",Web Developer
S03468,MBA,ECE,9.11,"Leadership, Digital Marketing, Excel",Web Development,"Startup Business Plan, Market Analysis Project, HR Analytics","Digital Marketing Certification, Project Management Professional, Google Business Analytics",Product Manager
S03469,B.Tech,AI,6.61,"C++, Java, Machine Learning, SQL, JavaScript","Pharma Research, IoT","Chatbot Assistant, Portfolio Website, Loan Prediction Model","Google Data Analytics, AWS Cloud Practitioner",AI Engineer
S03470,B.Pharm,Pharmacy,7.04,"Drug Safety, Quality Control, Biostatistics, Lab Techniques, Pharmaceutical Chemistry",Cybersecurity,"Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S03471,MCA,IT,8.17,"Java, Node.js, Python, Data Structures","Urban Design, Business Analytics","Inventory Management System, Web Application System, Online Exam Portal","Coursera Python for Everybody, Full Stack Developer Cert",IoT Engineer
S03472,MCA,ME,8.94,"Web Development, Node.js, Python, Django",Data Science,"React Dashboard, Online Exam Portal","Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S03473,MCA,DS,7.85,"Data Structures, Django, React","AI, Web Development","Inventory Management System, React Dashboard","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03474,M.Pharm,Pharmacy,6.72,"Drug Formulation, Research, Quality Assurance, Clinical Trials","Civil Planning, Pharma Research","Pharma R&D Project, Clinical Data Analytics","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S03475,B.Arch,Architecture,6.98,"3D Modeling, Urban Planning, SketchUp, AutoCAD","Cybersecurity, Pharma Research","3D City Design, Bridge Design Simulation, Urban Housing Layout","3DS Max Design, Autodesk AutoCAD Certification, Revit Professional",Architect
S03476,B.Tech,Architecture,7.66,"JavaScript, Machine Learning, Python, AutoCAD",Cybersecurity,"Chatbot Assistant, Portfolio Website","Google Data Analytics, AWS Cloud Practitioner",AI Engineer
S03477,MCA,CSE,6.85,"Django, Web Development, Data Structures","Robotics, AI","Web Application System, Inventory Management System","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03478,B.Arch,Architecture,8.92,"Architectural Design, Revit, AutoCAD, Urban Planning","Urban Design, Web Development","3D City Design, Green Building Model","Autodesk AutoCAD Certification, 3DS Max Design, Urban Design Certification",Architect
S03479,MCA,EEE,9.8,"Java, Web Development, React","Networking, Pharma Research","Online Exam Portal, React Dashboard, Web Application System","Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
S03480,B.Tech,Pharmacy,6.02,"SQL, HTML, C++, Cloud Computing","Urban Design, App Development","Chatbot Assistant, Portfolio Website","Google Data Analytics, Cisco Networking Basics, AWS Cloud Practitioner",Web Developer
S03481,M.Tech,IT,8.95,"Big Data, Data Analysis, PyTorch, TensorFlow",Product Management,"NLP Chatbot System, Deep Learning Research","Big Data Hadoop, IBM AI Engineering",Data Analyst
S03482,B.Arch,Architecture,6.76,"Architectural Design, Urban Planning, 3D Modeling, Revit",IoT,"Urban Housing Layout, Bridge Design Simulation, 3D City Design","Autodesk AutoCAD Certification, Urban Design Certification, Revit Professional",Architect
S03483,B.Arch,Architecture,8.75,"SketchUp, AutoCAD, 3D Modeling","Networking, Civil Planning","Bridge Design Simulation, 3D City Design, Green Building Model","Urban Design Certification, Autodesk AutoCAD Certification, Revit Professional",Business Analyst
S03484,B.Pharm,Pharmacy,9.1,"Lab Techniques, Quality Control, Biostatistics, Drug Safety, Pharmaceutical Chemistry","Product Management, Business Analytics","Pharma Drug Stability Study, Tablet Dissolution Test","Clinical Research Certification, Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S03485,B.Arch,Architecture,7.66,"3D Modeling, Urban Planning, AutoCAD",Pharma Research,"Green Building Model, Urban Housing Layout, 3D City Design","Autodesk AutoCAD Certification, 3DS Max Design, Urban Design Certification",Architect
S03486,M.Tech,Pharmacy,9.85,"Research, Python, AI, PyTorch, Big Data","IoT, App Development","NLP Chatbot System, Smart Grid Simulation","Big Data Hadoop, TensorFlow Developer, IBM AI Engineering",Data Analyst
S03487,MBA,ME,8.2,"Business Analysis, SQL, Project Management","Civil Planning, Business Analytics","Startup Business Plan, HR Analytics","Digital Marketing Certification, Google Business Analytics",Product Manager
S03488,MCA,EEE,8.54,"Data Structures, Django, Node.js, Web Development",Networking,"Web Application System, Online Exam Portal","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03489,MCA,Pharmacy,9.57,"Java, Node.js, Data Structures",Web Development,"Web Application System, React Dashboard","Meta Front-End Developer, Coursera Python for Everybody",Software Engineer
S03490,MBA,Architecture,9.31,"Leadership, Excel, Project Management, Business Analysis","Business Analytics, Urban Design","Finance Forecasting Model, Market Analysis Project","Six Sigma, Digital Marketing Certification, Google Business Analytics",Quality Assurance Engineer
S03491,B.Pharm,Pharmacy,8.37,"Quality Control, Lab Techniques, Pharmaceutical Chemistry, Biostatistics",Web Development,"Tablet Dissolution Test, Pharma Drug Stability Study","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S03492,M.Tech,Pharmacy,6.28,"Big Data, AI, TensorFlow, Data Analysis, Python","Web Development, Robotics","Deep Learning Research, AI-based Energy Optimization","TensorFlow Developer, Deep Learning Specialization",Business Analyst
S03493,MBA,CSE,6.45,"Digital Marketing, SQL, Project Management, Excel",Robotics,"HR Analytics, Finance Forecasting Model, Market Analysis Project","Google Business Analytics, Project Management Professional, Digital Marketing Certification",Product Manager
S03494,M.Pharm,Pharmacy,9.58,"Drug Formulation, Quality Assurance, Pharmacology",Civil Planning,"Clinical Data Analytics, Drug Formulation Study","Clinical Data Management, Advanced Pharmacology, Quality Assurance Certification",Quality Assurance Engineer
S03495,B.Arch,Architecture,6.28,"Urban Planning, SketchUp, 3D Modeling","Data Science, Robotics","Green Building Model, 3D City Design","Urban Design Certification, 3DS Max Design, Autodesk AutoCAD Certification",Architect
S03496,M.Tech,DS,8.8,"TensorFlow, Data Analysis, Deep Learning, Big Data, PyTorch",Web Development,"NLP Chatbot System, AI-based Energy Optimization, Deep Learning Research","Deep Learning Specialization, Big Data Hadoop, TensorFlow Developer",AI Engineer
S03497,B.Tech,DS,8.62,"C++, Machine Learning, HTML, Cloud Computing, Java",Civil Planning,"Portfolio Website, Loan Prediction Model, Chatbot Assistant","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Cisco Networking Basics",AI Engineer
S03498,M.Pharm,Pharmacy,9.76,"Research, Quality Assurance, Clinical Trials, Pharmacology","Civil Planning, Web Development","Drug Toxicity Analysis, Drug Formulation Study","Quality Assurance Certification, Advanced Pharmacology",Pharma Researcher
S03499,B.Pharm,Pharmacy,7.86,"Biostatistics, Pharmaceutical Chemistry, Drug Safety, Quality Control, Lab Techniques","Web Development, Data Science","Pharma Drug Stability Study, Clinical Research Report","Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S03500,MCA,Pharmacy,7.38,"Java, Data Structures, Node.js","Networking, IoT","Inventory Management System, Web Application System, Online Exam Portal","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Software Engineer
S03501,M.Tech,ECE,8.41,"Data Analysis, AI, Research, Big Data, Python","Data Science, AI","NLP Chatbot System, Deep Learning Research, AI-based Energy Optimization","IBM AI Engineering, Deep Learning Specialization",AI Engineer
S03502,B.Pharm,Pharmacy,7.6,"Pharmaceutical Chemistry, Biostatistics, Drug Safety, Quality Control, Lab Techniques","Web Development, Business Analytics","Tablet Dissolution Test, Pharma Drug Stability Study","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S03503,B.Tech,ME,7.81,"Python, Machine Learning, SQL",Pharma Research,"Chatbot Assistant, Portfolio Website, E-commerce Backend","AWS Cloud Practitioner, Cisco Networking Basics",AI Engineer
S03504,MCA,ECE,7.79,"Django, Python, Node.js, Web Development, Java","Product Management, Web Development","Inventory Management System, Web Application System","Meta Front-End Developer, Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
S03505,B.Pharm,Pharmacy,8.65,"Quality Control, Pharmaceutical Chemistry, Biostatistics","IoT, Robotics","Tablet Dissolution Test, Clinical Research Report, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S03506,B.Arch,Architecture,8.88,"Architectural Design, Revit, SketchUp",App Development,"Urban Housing Layout, Green Building Model, Bridge Design Simulation","3DS Max Design, Revit Professional",Architect
S03507,B.Tech,CE,8.98,"AutoCAD, Python, SQL, CSS, Java",Pharma Research,"Loan Prediction Model, E-commerce Backend, IoT Home Automation","Cisco Networking Basics, Microsoft Azure Fundamentals, AWS Cloud Practitioner",Data Analyst
S03508,MBA,CE,7.28,"Digital Marketing, Business Analysis, Leadership, Project Management, Excel","Cybersecurity, IoT","Finance Forecasting Model, Startup Business Plan, HR Analytics","Google Business Analytics, Digital Marketing Certification, Project Management Professional",Product Manager
S03509,MBA,Pharmacy,7.33,"Leadership, Business Analysis, SQL","Web Development, Business Analytics","Finance Forecasting Model, Startup Business Plan, HR Analytics","Digital Marketing Certification, Project Management Professional",Product Manager
S03510,MBA,CSE,8.39,"Business Analysis, SQL, Excel, Leadership","Data Science, Business Analytics","Startup Business Plan, HR Analytics, Market Analysis Project","Google Business Analytics, Digital Marketing Certification",Product Manager
S03511,MBA,DS,6.86,"Digital Marketing, Excel, SQL",Networking,"Startup Business Plan, Finance Forecasting Model, Market Analysis Project","Project Management Professional, Digital Marketing Certification",Product Manager
S03512,B.Arch,Architecture,6.8,"3D Modeling, SketchUp, Revit, Architectural Design, Urban Planning","App Development, AI","Bridge Design Simulation, Green Building Model, 3D City Design","Urban Design Certification, Revit Professional",Architect
S03513,B.Arch,Architecture,9.6,"3D Modeling, Architectural Design, AutoCAD, SketchUp, Revit",Pharma Research,"3D City Design, Bridge Design Simulation","3DS Max Design, Urban Design Certification, Autodesk AutoCAD Certification",Architect
S03514,B.Pharm,Pharmacy,9.02,"Lab Techniques, Quality Control, Drug Safety, Pharmaceutical Chemistry, Biostatistics","IoT, Data Science","Tablet Dissolution Test, Clinical Research Report","Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S03515,B.Pharm,Pharmacy,7.35,"Lab Techniques, Pharmaceutical Chemistry, Biostatistics, Quality Control","Product Management, Urban Design","Clinical Research Report, Tablet Dissolution Test","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S03516,MCA,CSE,6.25,"Web Development, Node.js, React",Urban Design,"Web Application System, React Dashboard, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S03517,MBA,ECE,8.53,"Business Analysis, Excel, Project Management, Leadership","Pharma Research, Data Science","Finance Forecasting Model, HR Analytics","Six Sigma, Google Business Analytics, Project Management Professional",Product Manager
S03518,M.Tech,CE,8.98,"Research, Data Analysis, Python, PyTorch","Business Analytics, Cybersecurity","AI-based Energy Optimization, Smart Grid Simulation","IBM AI Engineering, TensorFlow Developer",Data Analyst
S03519,B.Tech,CSE,9.67,"JavaScript, SQL, Java, Cloud Computing, AutoCAD","Urban Design, Web Development","Portfolio Website, E-commerce Backend","AWS Cloud Practitioner, Cisco Networking Basics",Web Developer
S03520,MCA,CSE,7.27,"Django, Python, Java, React, Node.js",Business Analytics,"Inventory Management System, Online Exam Portal","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S03521,MBA,Pharmacy,9.4,"Excel, Leadership, Project Management, Digital Marketing, SQL","AI, Pharma Research","HR Analytics, Startup Business Plan, Finance Forecasting Model","Project Management Professional, Google Business Analytics",Product Manager
S03522,B.Tech,ECE,7.4,"Python, JavaScript, SQL, Java",App Development,"Loan Prediction Model, IoT Home Automation, Portfolio Website","Cisco Networking Basics, AWS Cloud Practitioner",Data Analyst
S03523,MBA,IT,8.53,"Project Management, Business Analysis, Digital Marketing, Excel, Leadership",App Development,"HR Analytics, Startup Business Plan","Google Business Analytics, Six Sigma",Product Manager
S03524,M.Pharm,Pharmacy,7.83,"Pharmacology, Clinical Trials, Research","Business Analytics, Civil Planning","Clinical Data Analytics, Drug Formulation Study, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S03525,B.Pharm,Pharmacy,7.89,"Pharmaceutical Chemistry, Quality Control, Drug Safety, Lab Techniques","Product Management, IoT","Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S03526,B.Arch,Architecture,7.37,"Urban Planning, Architectural Design, AutoCAD","Cybersecurity, Product Management","3D City Design, Urban Housing Layout, Bridge Design Simulation","Autodesk AutoCAD Certification, Revit Professional",Architect
S03527,B.Arch,Architecture,7.15,"3D Modeling, AutoCAD, Architectural Design, Revit, SketchUp",Civil Planning,"Bridge Design Simulation, 3D City Design, Urban Housing Layout","Urban Design Certification, Autodesk AutoCAD Certification",Architect
S03528,B.Pharm,Pharmacy,7.01,"Quality Control, Lab Techniques, Biostatistics, Drug Safety",Web Development,"Tablet Dissolution Test, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S03529,MBA,ME,8.54,"Leadership, Excel, Business Analysis, SQL, Project Management","Data Science, App Development","Market Analysis Project, Startup Business Plan, HR Analytics","Google Business Analytics, Project Management Professional, Six Sigma",Product Manager
S03530,B.Tech,ECE,9.82,"Python, Machine Learning, Cloud Computing",App Development,"Portfolio Website, Loan Prediction Model, Chatbot Assistant","Cisco Networking Basics, Microsoft Azure Fundamentals",AI Engineer
S03531,B.Arch,Architecture,7.45,"Revit, AutoCAD, Architectural Design",Data Science,"Green Building Model, Urban Housing Layout, Bridge Design Simulation","Urban Design Certification, Revit Professional, 3DS Max Design",Architect
S03532,M.Tech,Architecture,9.4,"AI, Data Analysis, PyTorch, Research, Python","Networking, Business Analytics","AI-based Energy Optimization, NLP Chatbot System, Deep Learning Research","Deep Learning Specialization, Big Data Hadoop, IBM AI Engineering",Data Analyst
S03533,M.Tech,DS,7.52,"TensorFlow, Big Data, Research, PyTorch","Web Development, Networking","AI-based Energy Optimization, Smart Grid Simulation","TensorFlow Developer, IBM AI Engineering, Deep Learning Specialization",Web Developer
S03534,M.Tech,ME,6.72,"Python, PyTorch, Big Data, Data Analysis, Research","Business Analytics, Data Science","Deep Learning Research, NLP Chatbot System, Smart Grid Simulation","TensorFlow Developer, IBM AI Engineering, Deep Learning Specialization",Data Analyst
S03535,B.Tech,IT,9.6,"Machine Learning, Python, CSS, Java, HTML","Cybersecurity, IoT","Loan Prediction Model, Portfolio Website, Chatbot Assistant","Microsoft Azure Fundamentals, Cisco Networking Basics, Google Data Analytics",AI Engineer
S03536,M.Pharm,Pharmacy,6.88,"Drug Formulation, Quality Assurance, Clinical Trials","IoT, Web Development","Pharma R&D Project, Drug Formulation Study","Clinical Data Management, Quality Assurance Certification, Advanced Pharmacology",Quality Assurance Engineer
S03537,MCA,ECE,6.6,"Data Structures, Java, Node.js","Cybersecurity, IoT","Inventory Management System, React Dashboard","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Software Engineer
S03538,MBA,IT,6.65,"Leadership, Business Analysis, SQL, Project Management, Digital Marketing",Robotics,"Finance Forecasting Model, HR Analytics, Startup Business Plan","Digital Marketing Certification, Six Sigma",Product Manager
S03539,M.Pharm,Pharmacy,8.4,"Quality Assurance, Drug Formulation, Clinical Trials, Pharmacology","Pharma Research, Product Management","Drug Toxicity Analysis, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S03540,B.Pharm,Pharmacy,8.57,"Biostatistics, Lab Techniques, Quality Control, Drug Safety","Networking, Cybersecurity","Pharma Drug Stability Study, Clinical Research Report","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S03541,B.Arch,Architecture,6.98,"Urban Planning, Architectural Design, SketchUp","Product Management, Urban Design","Urban Housing Layout, Bridge Design Simulation, 3D City Design","Autodesk AutoCAD Certification, Revit Professional",Architect
S03542,MCA,AI,8.63,"Data Structures, Java, Django, Node.js",Urban Design,"Inventory Management System, React Dashboard","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S03543,B.Arch,Architecture,6.66,"Revit, SketchUp, Architectural Design","Robotics, AI","Bridge Design Simulation, Urban Housing Layout, Green Building Model","3DS Max Design, Urban Design Certification",Architect
S03544,M.Pharm,Pharmacy,9.55,"Clinical Trials, Pharmacology, Research, Quality Assurance, Drug Formulation",Civil Planning,"Clinical Data Analytics, Drug Toxicity Analysis, Drug Formulation Study","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S03545,M.Pharm,Pharmacy,8.27,"Research, Clinical Trials, Pharmacology",Web Development,"Clinical Data Analytics, Drug Formulation Study, Pharma R&D Project","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S03546,B.Arch,Architecture,6.21,"AutoCAD, Architectural Design, 3D Modeling","Cybersecurity, AI","3D City Design, Bridge Design Simulation, Green Building Model","Autodesk AutoCAD Certification, Urban Design Certification, Revit Professional",Architect
S03547,B.Tech,Architecture,7.06,"AutoCAD, Java, SQL, CSS, Cloud Computing","Product Management, Networking","Chatbot Assistant, Loan Prediction Model, IoT Home Automation","Microsoft Azure Fundamentals, Cisco Networking Basics, AWS Cloud Practitioner",Mechanical Designer
S03548,M.Tech,IT,6.58,"AI, Python, Research, PyTorch",Product Management,"AI-based Energy Optimization, Smart Grid Simulation, Deep Learning Research","Big Data Hadoop, TensorFlow Developer",Software Engineer
S03549,MBA,ME,8.78,"Project Management, Excel, Leadership",Networking,"Market Analysis Project, HR Analytics, Startup Business Plan","Project Management Professional, Digital Marketing Certification, Six Sigma",Product Manager
S03550,MCA,ME,7.94,"Django, Node.js, React, Java",Urban Design,"Inventory Management System, Online Exam Portal, Web Application System","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03551,M.Pharm,Pharmacy,8.0,"Research, Clinical Trials, Quality Assurance, Pharmacology, Drug Formulation","Product Management, IoT","Drug Formulation Study, Pharma R&D Project, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S03552,M.Pharm,Pharmacy,7.31,"Quality Assurance, Drug Formulation, Pharmacology",Pharma Research,"Drug Toxicity Analysis, Clinical Data Analytics, Drug Formulation Study","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S03553,MCA,Architecture,9.84,"Django, Web Development, React, Data Structures, Java",IoT,"React Dashboard, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03554,MBA,IT,8.14,"Leadership, SQL, Excel, Business Analysis","IoT, Data Science","Market Analysis Project, Startup Business Plan","Google Business Analytics, Digital Marketing Certification, Six Sigma",Product Manager
S03555,MBA,Architecture,6.86,"SQL, Business Analysis, Project Management, Excel",App Development,"Startup Business Plan, Market Analysis Project","Project Management Professional, Digital Marketing Certification",Product Manager
S03556,M.Tech,IT,6.22,"Research, Python, Big Data, PyTorch","Urban Design, Business Analytics","NLP Chatbot System, Smart Grid Simulation","TensorFlow Developer, Big Data Hadoop",Data Analyst
S03557,B.Arch,Architecture,9.01,"Architectural Design, SketchUp, 3D Modeling, Revit, Urban Planning","Urban Design, AI","3D City Design, Bridge Design Simulation","Revit Professional, 3DS Max Design",Architect
S03558,B.Tech,IT,6.91,"Python, Machine Learning, HTML, SQL","Business Analytics, AI","Loan Prediction Model, Chatbot Assistant, IoT Home Automation","Google Data Analytics, Cisco Networking Basics, Microsoft Azure Fundamentals",AI Engineer
S03559,MCA,ECE,6.77,"Node.js, React, Django, Python",Product Management,"Online Exam Portal, Web Application System, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03560,M.Tech,EEE,8.19,"AI, Data Analysis, TensorFlow",Business Analytics,"AI-based Energy Optimization, Deep Learning Research, NLP Chatbot System","Big Data Hadoop, Deep Learning Specialization, IBM AI Engineering",Software Engineer
S03561,B.Arch,Architecture,9.47,"AutoCAD, Revit, Urban Planning, Architectural Design",Pharma Research,"Urban Housing Layout, 3D City Design","Revit Professional, 3DS Max Design, Autodesk AutoCAD Certification",Architect
S03562,M.Tech,IT,8.9,"Data Analysis, Big Data, AI, PyTorch",Pharma Research,"AI-based Energy Optimization, NLP Chatbot System","TensorFlow Developer, Big Data Hadoop",Data Analyst
S03563,M.Tech,ECE,8.55,"Big Data, Research, Data Analysis, TensorFlow, Deep Learning",Data Science,"Smart Grid Simulation, AI-based Energy Optimization, NLP Chatbot System","Deep Learning Specialization, IBM AI Engineering",AI Engineer
S03564,B.Arch,Architecture,6.97,"SketchUp, Revit, Architectural Design, AutoCAD","Networking, Civil Planning","Green Building Model, Bridge Design Simulation, 3D City Design","Revit Professional, Autodesk AutoCAD Certification",Architect
S03565,MCA,EEE,6.32,"Java, Django, React, Data Structures, Web Development",AI,"Online Exam Portal, Inventory Management System, React Dashboard","Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S03566,B.Tech,ECE,9.83,"Java, HTML, Python, Cloud Computing","App Development, Data Science","Chatbot Assistant, Portfolio Website","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Google Data Analytics",Web Developer
S03567,MBA,Pharmacy,9.07,"Leadership, SQL, Project Management, Excel, Business Analysis","Pharma Research, Networking","Startup Business Plan, HR Analytics, Finance Forecasting Model","Project Management Professional, Digital Marketing Certification",Product Manager
S03568,MCA,Pharmacy,7.43,"Node.js, Web Development, Java, Data Structures, React","Data Science, AI","Online Exam Portal, React Dashboard","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S03569,B.Tech,IT,7.87,"Java, HTML, C++, Cloud Computing, JavaScript",AI,"E-commerce Backend, Chatbot Assistant, Loan Prediction Model","Microsoft Azure Fundamentals, AWS Cloud Practitioner, Google Data Analytics",AI Engineer
S03570,B.Tech,AI,7.17,"Cloud Computing, HTML, C++, SQL, AutoCAD",Robotics,"Loan Prediction Model, IoT Home Automation","AWS Cloud Practitioner, Google Data Analytics, Cisco Networking Basics",Web Developer
S03571,M.Pharm,Pharmacy,7.72,"Clinical Trials, Drug Formulation, Pharmacology",Business Analytics,"Clinical Data Analytics, Drug Toxicity Analysis, Drug Formulation Study","Quality Assurance Certification, Advanced Pharmacology",Quality Assurance Engineer
S03572,B.Pharm,Pharmacy,6.21,"Pharmaceutical Chemistry, Drug Safety, Biostatistics","Business Analytics, Cybersecurity","Pharma Drug Stability Study, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S03573,M.Tech,CE,9.14,"AI, Deep Learning, TensorFlow","Pharma Research, Data Science","NLP Chatbot System, AI-based Energy Optimization, Smart Grid Simulation","Big Data Hadoop, TensorFlow Developer",AI Engineer
S03574,MBA,IT,7.22,"Digital Marketing, Business Analysis, SQL, Project Management",Business Analytics,"HR Analytics, Startup Business Plan","Six Sigma, Google Business Analytics, Digital Marketing Certification",Product Manager
S03575,B.Pharm,Pharmacy,7.15,"Quality Control, Drug Safety, Pharmaceutical Chemistry","AI, App Development","Clinical Research Report, Tablet Dissolution Test","Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S03576,MCA,CE,6.92,"Data Structures, React, Python",Civil Planning,"Inventory Management System, React Dashboard","Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S03577,MBA,EEE,6.93,"Business Analysis, Leadership, SQL","Business Analytics, Civil Planning","Finance Forecasting Model, HR Analytics, Startup Business Plan","Digital Marketing Certification, Project Management Professional",Cybersecurity Analyst
S03578,B.Tech,CE,6.74,"Machine Learning, JavaScript, Java, SQL, Cloud Computing","Data Science, App Development","IoT Home Automation, Chatbot Assistant","Google Data Analytics, Microsoft Azure Fundamentals, Cisco Networking Basics",AI Engineer
S03579,MCA,IT,6.99,"Web Development, Python, Java",Business Analytics,"Web Application System, Inventory Management System, Online Exam Portal","Full Stack Developer Cert, Meta Front-End Developer",Quality Assurance Engineer
S03580,MBA,IT,9.13,"Project Management, Excel, Leadership, Digital Marketing, SQL",Product Management,"Finance Forecasting Model, Market Analysis Project","Six Sigma, Project Management Professional, Google Business Analytics",Product Manager
S03581,B.Arch,Architecture,6.86,"Architectural Design, 3D Modeling, Revit",Data Science,"Bridge Design Simulation, Urban Housing Layout, 3D City Design","Revit Professional, 3DS Max Design",Architect
S03582,B.Tech,CSE,6.13,"Cloud Computing, SQL, JavaScript, CSS","Networking, Data Science","IoT Home Automation, Loan Prediction Model","AWS Cloud Practitioner, Google Data Analytics",Web Developer
S03583,B.Pharm,Pharmacy,7.04,"Drug Safety, Biostatistics, Quality Control, Lab Techniques, Pharmaceutical Chemistry",App Development,"Pharma Drug Stability Study, Clinical Research Report, Tablet Dissolution Test","Clinical Research Certification, Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S03584,MCA,ECE,9.4,"Node.js, Django, Java, React, Web Development",Business Analytics,"Inventory Management System, Online Exam Portal, React Dashboard","Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
S03585,M.Pharm,Pharmacy,9.17,"Quality Assurance, Drug Formulation, Pharmacology","Civil Planning, Data Science","Drug Formulation Study, Drug Toxicity Analysis, Pharma R&D Project","Quality Assurance Certification, Advanced Pharmacology, Clinical Data Management",AI Engineer
S03586,B.Arch,Architecture,8.43,"AutoCAD, Revit, SketchUp, Architectural Design, 3D Modeling","Robotics, Product Management","3D City Design, Bridge Design Simulation","Revit Professional, Autodesk AutoCAD Certification, Urban Design Certification",Architect
S03587,B.Tech,ECE,8.38,"Python, Cloud Computing, C++",App Development,"Loan Prediction Model, E-commerce Backend","Google Data Analytics, AWS Cloud Practitioner, Microsoft Azure Fundamentals",Data Analyst
S03588,MBA,AI,9.09,"Excel, Project Management, Business Analysis","Networking, Robotics","Startup Business Plan, Market Analysis Project, Finance Forecasting Model","Google Business Analytics, Digital Marketing Certification",Product Manager
S03589,B.Pharm,Pharmacy,9.52,"Lab Techniques, Pharmaceutical Chemistry, Drug Safety, Biostatistics",Networking,"Clinical Research Report, Pharma Drug Stability Study","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S03590,MCA,CE,8.67,"Data Structures, Java, React, Python, Web Development","Data Science, Robotics","Online Exam Portal, React Dashboard, Inventory Management System","Meta Front-End Developer, Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
